date,name,group,impact,description,caption,image,title
2013-02-10,昌都地區芒康縣莽嶺鄉紮丁寺6名僧人在藏曆新年除夕正準備舉行年度「跳神儀軌」時，遭到軍警阻止，僧眾高呼口號表達抗議，要求給予宗教信仰自由權。隨後，當局以「帶頭示威」為由拘捕。,藏传佛教,3,自由亞洲電臺(2013/02/21),,,
2013-02-11,昌都地區左貢縣美玉鄉6名藏人2月10日（藏曆新年除夕）晚上，聚集在鄉政府大門前進行「要宗教信仰自由」、「西藏獨立」等示威抗議。11日，遭公安人員和軍警以「參與及帶頭示威」為由強行拘捕，且對其實施毒打，導致其中1名藏人的兩根肋骨被打斷，另1人的手臂被打傷。,藏传佛教,3,自由亞洲電臺(2013/02/21),,,
2013-02-14,禾然尼巴村牧民次曲/四川省甘孜州理塘縣禾尼鄉藏人晚上約10點遭軍警從家中強行帶走，根據當地藏人透露，其被捕與去年12月一起抗議事件有關。（註：2012年12月大陸當局下令要求在禾然尼巴村人民會堂屋頂上豎立中國國旗，當時次曲站出人群表達抗議，還高呼「我們堅決不同意」。）,藏传佛教,3,自由亞洲電臺(2013/02/18),,,
2013-02-25,桑達/德普寺僧人在縣城南大街點火自焚，以抗議當局長期實施的高壓政策。,藏传佛教,3,自由亞洲電臺(2013/02/27),,,
2013-02-25,赤列嘉措/甘肅省甘南州夏和縣甘坪寺僧人數名便衣警察以帶去問話為由強行拘捕，並在其住所內帶走電腦和部分相關物品以及所有書本。公安部門拒絕向其家人透露任何有關赤列嘉措的消息，包括：遭拘捕的原因、被關押的地點及現狀。（註：赤列嘉措於2008年因爆發西藏事件被當局驅逐回甘肅夏河原籍。被捕前，多次在網路和藏文刊物上發表文章。）,藏传佛教,3,自由亞洲電臺(2013/03/15),,,
2013-03-08,茨仁唯色/藏族作家長期關注藏人自焚問題，今年獲得美國國務院頒發的國際婦女勇氣獎（International Women of CourageAward），因大陸當局限制出境，缺席3月8日的頒獎活動。,藏传佛教,3,多維新聞網(2013/03/07),,,
2013-05-26,海南三亞「和散那」教會信徒於聚會時，海南宗教局和居委會現場發出「紅旗街社區關於自行解散不規範和非法宗教聚會點的公告」，要求信徒到三亞市已經登記的場所聚會，並警告若繼續聚會將採取措施，後果由信徒自負。而當地社區居委會也向房東施壓，限教會在15天之內搬走。此外，該教會負責人亦被限制赴香港參加特會。,基督教,3,自由亞洲電臺(2013/05/31),,,
2013-08-08,在和田地區參加開齋節聚禮的公務員8月8號是穆斯林的開齋節，大陸當局在和田地區的每個縣都安排500名警察，抓捕前往清真寺參加開齋節聚禮的國家幹部和公務員。,伊斯兰教,3,自由亞洲電臺(2013/08/10),,,
2013-08-31,新疆維吾爾族人據海外維吾爾組織稱，巴州輪臺縣一個月內有近四十名維吾爾人婦女因戴頭巾等，被罰款或處以行政拘留；另9月3日南疆喀什市有14名維族人被指「從事非法宗教」及「非法聚集」遭拘押。,伊斯兰教,3,自由亞洲電臺(2013/09/06),,,
2014-03-20,42名律師及法輪功學員黑龍江省建三江農墾公安局3月31日發布通告稱，3月20日傍晚，江天勇、王成、唐吉田、張俊傑等4人以律師名義煽動糾集38名法輪功組織人員及家屬，在農墾總局法制教育基地門前聚眾滋事，聲援法輪功組織，擾亂社會秩序。江天勇等人被認定「以利用邪教活動危害社會」，分別行政拘留5至15日及罰款。,法轮功,3,信報(2014/04/02),,,
2014-04-13,克珠/西藏崩亞寺住持西藏昌都地區昌都縣面達鄉崩亞寺住持克珠於前往拉薩西藏佛學院參加會議時突遭拘捕，並監禁在昌都縣。（克珠自2012年11月以來，長期受大陸當局監控，並曾於2013年1月被拘押1個月）,藏传佛教,3,自由亞洲電臺(2014/04/18),,,
2014-05-05,溫州家庭教會溫州鹿城區宗教局近日發出通知，要求在居民住家中活動的基督教會立即停止活動。,基督教,3,自由亞洲電臺(2014/05/07),,,
2014-05-17,聖觀法師於武漢弘法時被捕，武漢公安局以涉嫌「煽動顛覆國家政權」罪名將其刑事拘留。其弟子果實法師稱，聖觀法師被拘恐與「六四」有關（聖觀法師曾替「六四」遇難者舉辦超渡法事）。,佛教,3,明報(2014/05/17),,,
2014-07-21,浙江溫州市平陽縣水頭鎮救恩堂以教堂頂部十字架係違章建築為由，在沒有法律手續下，派出500多人強拆教堂十字架，10多名教徒被打傷，其中4人重傷。此為救恩堂一個月內第二次遭強拆，但都被信徒阻止。,基督教,3,自由亞洲電臺(2014/07/22)、明報(2014/07/23),,,
2014-12-15,嘉央次成/西藏自治區藏民西藏昌都地區左貢縣東壩鄉藏民嘉央次成和6名同鄉藏人在4月被指控與「反開礦活動」（藏民抗議大陸當局企圖在瓦村境內開採金礦）有關，在拉薩遭到拘捕。至12月初，大陸當局卻以「勸誡他人停供凶天（大力金剛護法神）」、「追隨達賴集團」為罪名，判處嘉央次成1年6個月徒刑。,藏传佛教,3,自由亞洲電臺(2014/12/15),,,
2015-01-20,四川閬中市一家庭教會1月20日該教會與其他教會代表開會，商討如何消除教會隔閡，遭當地警方抓走20多人，並以非法集會的罪名，將其中9人行政拘留。,基督教,3,美國之音(2015/01/24),,,
2015-03-10,紀念西藏抗暴56週年紀念藏人3月10日為西藏抗暴56週年紀念日，四川甘孜州爐霍縣三名年輕藏人上山舉行宗教紀念儀式，遭警方開槍鎮壓，其中一名藏人右側大腿中彈受傷，另兩人逃亡中。,藏传佛教,3,大紀元新聞網(2015/03/12),,,
2015-05-24,廣州廣褔家庭教會廣州廣褔家庭教會成員在聚會時，遭大批警察闖入，20人當場遭抓捕，有大批物品被抄走，大陸當局並要求牧師加入「三自」教會（經大陸官方核可的基督教教會）。,基督教,3,大紀元網站(2015/05/26),,,
2015-07-10,杭州教堂7月10日淩晨，浙江杭州至少四座教堂的十字架同時遭到强拆。其中，城北教堂信徒指出，大陸當局出動數百警力包圍教堂阻止信徒進入，並强行帶走拆下的十字架，及要求信徒删除拍攝的照片。,基督教,3,自由亞洲電臺(2015/07/10),,,
2015-07-26,浙江省內教會7月26起，浙江溫州、金華等地發生官方強拆十字架事件，3天內已有逾20個十字架遭拆毀以及面臨強拆。,基督教,3,臺灣蘋果日報(2015/07/29),,,
2015-08-25,温州神職人員等8月25日，浙江展開抓捕神職人員行動，温州巿至今先後有10多人被抓，大部分未釋放。此外，温州百多間教堂的顧問律師張凱及兩名助手，被警方帶走後至27日傍晚逾40小時仍下落不明。,基督教,3,自由亞洲電臺(2015/08/27),,,
2015-10-25,北京守望教會5名信徒參與戶外敬拜遭大陸警方帶走，其中4人以「擾亂公共秩序」名義遭行政拘留7至10天。,基督教,3,自由亞洲電臺(2015/10/27),,,
2015-12-28,浙江省溫州市下嶺教堂12月28日晚間7時，60多名大陸保安及便衣警察在未出示文件情況下拆除下嶺教堂十字架。凌晨12時，信徒將另一十字架豎立在該教堂頂部，惟至12月29日上午10時再度遭當局拆除。,基督教,3,自由亞洲電臺(2015/12/29),,,
2016-01-27,顧約瑟/浙江基督教協會會長、知名牧師浙江基督教協會會長顧約瑟被免去崇一堂牧職後，2016年1月27日又遭浙江當局以涉嫌挪用資金罪調查。外媒稱，顧牧師反對當局強拆教堂十字架行動，可能是遭拘押的原因（顧約瑟曾公開反對浙江省政府強拆十字架，批評禁止教堂屋頂立十字架的規定「褻瀆了基督教的基本信仰」）。,基督教,3,星島日報、信報(2016/02/01),,,
2016-02-25,張凱/北京維權律師浙江省自2014年初開始大規模拆除教堂十字架後，張凱及其助手接受溫州100多家教會的委託協助維權，曾組織由30名律師組成的團隊。2015年8月25日，張凱與助手遭溫州警方帶走，並自8月27日起以「涉嫌聚眾擾亂社會秩序」和「為境外竊取、刺探、收買非法提供國家秘密、情報」等罪名，被指定居所監視居住。2016年2月25日，溫州當地電視臺播出張凱「認罪」畫面，承認「違反國家法律，擾亂社會秩序，危害國家安全」。,基督教,3,世界日報(2016/02/26)、中央通訊社(2016/02/27),,,
2017-02-19,新疆基督教會位於庫爾勒市玉林縣新疆建設兵團農二師31團的兩處家庭教會聚會點，分別遭當地公安、宗教部門搜查，21名參與聚會信徒被派出所扣查，其中1名信徒家中遭斷電停水。,基督教,3,自由亞洲電臺(2017/2/23),,,
2017-04-21,浙江省泰順縣雅陽鎮半嶺教會浙江省政府以「反恐」為由，要求當地基督教教會安裝監視器。2017年4月21日溫州泰順縣政府出動逾百人赴雅陽鎮半嶺教會強行安裝監視器時，遇信徒強烈抵抗，多名信徒在衝突中受傷，其中2人被村官從高處推下昏迷送醫。,基督教,3,臺灣蘋果日報(2017/4/24),,,
2017-05-22,邵祝敏/天主教溫州教區主教梵蒂岡任命、但未獲中國大陸官方認可的天主教溫州教區主教邵祝敏，於2017年5月18日被中國大陸國家宗教事務局召見後，自5月22日起與外界失去聯絡。,天主教,3,明報(2017/6/8),,,
2017-06-28,蘇天富/貴州活石教會牧師6月底，貴陽南明區宗教事務局對貴州活石教會牧師蘇天富及服刑中的李國志2名牧師發出「行政處罰決定書」。指該教會從事宗教活動，遭判700萬元人民幣罰金。蘇天富牧師譴責當局打壓公民宗教信仰，並將提出行政覆議。,基督教,3,自由亞洲電臺(2017/6/28),,,
2017-12-24,中國大陸教會聖誕節期間，中國大陸多地公安、宗教部門要求「抵制聖誕節」、「不過外國人的節日」，阻止民眾過耶誕節。安徽、遼寧、浙江、廣東等地教會被警告禁止聚會，重慶則派大量特警進駐解放碑廣場，禁止群眾慶祝平安夜。,基督教,3,自由亞洲電臺、自由時報(2017/12/24、25),,,
2017-12-25,顧約瑟/前浙江省基督教協會會長2016年1月因反對浙江強拆十字架遭免除主任職務，並被控挪用資金罪遭刑事拘留，9月獲取保候審；2017年1月再因同罪被羈押於杭州市看守所；12月24日杭州檢察院撤訴，將顧無罪釋放。,基督教,3,自由亞洲電臺(2017/12/25),,,
2018-03-26,郭希錦/教廷任命的福建閩東教區「地下主教」3月26日郭赴中國大陸宗教事務局辦公室，晚間即遭公安帶走，傳係郭不願與地上主教共融共祭，及加入愛國會所致；27日獲釋；29日現身主持彌撒，外傳其鼓勵教友勇敢，隨後又遭公安帶走。4月3日中國大陸國家宗教事務局副局長陳宗榮受訪表示，郭已於3月31日下午，復活節前返回教區參加有關活動，其自由受限的說法不符合事實。,天主教,3,亞洲新聞、紐約時報、香港01、新城新聞、立場新聞(2018/3/26-4/3),,,
2018-04-05,聖經網傳中共有意重新編譯「聖經」等宗教書籍，添加社會主義核心價值觀，並要求網路書店自2018年3月30日起，將「聖經」全面下架，禁止販售；4月起，淘寶、京東、當當網等網售平臺確實已將「聖經」下架。,基督教,3,自由時報(2018/4/5),,,
2018-05-16,維吾爾等少數民族人士世界維吾爾大會主席多里坤·艾沙受訪表示，中國政府在5月16號開始到6月中結束的齋月期間逮捕更多的維族人士，並禁止政府雇員在齋月期間禁食或到清真寺，還舉辦飲酒、吃豬肉比賽活動。,伊斯兰教,3,美國之音(2018/6/3),,,
2018-05-29,西藏喇榮五明佛學院和亞青寺的僧人美國國務院「2017年國際宗教自由報告」批評中國加強對維吾爾人、西藏僧侶、基督徒和法輪功信徒的鎮壓，指出中國當局繼續驅逐喇榮五明佛學院和亞青寺的僧人，被驅逐者至少有1萬1500人，並拆毀逾6000間僧舍，並強迫僧人進入「愛國再教育中心」改造。,藏传佛教,3,中央社、美國之音(2018/5/29、6/2),,,
2018-05-17,世界維吾爾大會總書記多裡坤·艾沙之母多裡坤·艾沙之母1年多前被以「受到宗教極端主義影響」，拘留於新疆阿克蘇柯坪縣「第二再教育中心」，近期被證實已於5月17日去世。多裡坤·艾沙表示其父、兄弟皆下落不明，他的處境是維族人的共同遭遇。,伊斯兰教,3,自由亞洲電台(2018/7/4),,,
2018-06-15,崔泰/梵蒂岡教廷認可的張家口市宣化教區助理主教1993年起，崔泰多次被中國當局以「非法傳教」、「非法舉行宗教集會」等名義勞教、拘留和軟禁。近期崔疑似遭官方秘密關押逾2個月。6月13日香港天主教正義和平委員會發起網路聯署，呼籲全球信徒簽名，要求中國政府釋放崔泰及其他被關押的信徒。,天主教,3,香港01(2018/6/15),,,
2018-06-29,曹三強/美籍牧師曹牧師長期在雲南、緬甸貧困地區協助少數族群，提供食物、衣服，建立學校並傳教。3月5日曹從緬甸以非正規方式返回雲南遭捕，官方以「組織他人偷越國境罪」一審判決7年有期徒刑。其友人稱近年官方已關閉曹創辦的多間學校，針對外國傳教士監控、打壓。6月底美國眾議院議員聯名要求美國政府出面解救。,基督教,3,美國之音(2018/6/29),,,
2018-07-15,廣州聖經歸正教會廣州聖經歸正教會禮拜聚會時，遭到員警、宗教局、食品藥品監督及文化執法大隊等近40人衝入會場干擾，牧師在內等民眾被帶走盤問，聚會者身份證資訊被登記，教會學校和食堂被查封。番禺區宗教局並向牧師黃小甯送達「責令整改通知書」，要求立即停止聚會活動。此外，廣州多名律師接到司法局通知，要求不得代理基督教維權案件。,基督教,3,美國之音(2018/7/18),,,
2018-08-05,北京地區家庭教會北京48所家庭教會發表連署聲明，批評各地教會受到官方無端干擾，侵犯信徒的正常信仰，籲當局停止打壓家庭教會，尊重中國憲法明訂的宗教信仰自由。,基督教,3,美國之音(2018/8/5),,,
2018-08-09,寧夏回族自治區同心縣韋州清真大寺今年5月，寧夏吳忠市紀委監察委通報韋州清真大寺存在違規擴建問題。當地政府下令該寺在8月10日前自行拆除。傳地方政府要拆掉清真寺頂部的8個穹頂，有意抹滅宗教的代表符號。,伊斯兰教,3,美國之音、南華早報(2018/8/10),,,
2018-08-22,河南、安徽基督教教友美籍華裔牧師劉貽貼出中共官方印製的2種不再信仰基督教的個人承諾書、聲明，證明官方正在強迫民眾不再信仰基督教，要求堅決聽黨話，跟黨走。,基督教,3,美國之音(2018/8/23),,,
2018-09-02,新疆維吾爾族穆斯林8月10日聯合國消除種族歧視委員會副主席麥道高（Gay McDougall）稱，估計高達100萬名維族穆斯林被拘禁於新疆「反極端主義中心」，另有200萬人被迫要進所謂「再教育營」，接受文化與政治教化。1名在北美讀大學的維族人，暑假返回新疆就先被關押到「再教育營」等待審核，17天後獲釋。3名維族人受訪稱，營內空間狹小，警衛用酷刑管理，每天要高聲朗讀歌頌政府的文章及高唱中國歌曲，否則沒有飯吃。,伊斯兰教,3,中央社、自由亞洲電臺(2018/9/2、21),,,
2018-09-11,北京、四川、廣東等基督教教會2日廣州「聖經歸正教會」聚會時被控非法集會，並以「妨礙公務罪」抓捕8人；9日北京、四川等地以違反「新宗教事務條例」禁止教會舉行禮拜，對教會開罰、沒收聖經，並帶走傳道人員；10日超過千名信徒的北京錫安教會被關閉，遭沒收「非法宣傳資料」。,基督教,3,立場新聞(2018/9/11),,,
2018-09-27,浙江、江西醫護人員院方要求醫護人員簽署不信教、不參與宗教活動、不宣傳宗教思想的責任書（保證書），並要求員工間要適時發現、制止、舉報宗教工作中發生的違法違紀行為，情節嚴重者恐遭解聘、開除。,宗教信仰,3,自由亞洲電臺(2018/9/27),,,
2018-10-26,周勇軍/天安門學運領袖周1998年返中被以「偷越國境罪」判處勞教3年，後續被以不同罪名拘捕。8月周在廣西東興市遭控「涉嫌利用邪教組織破壞法律實施罪」逮捕。,基督教,3,自由亞洲電臺(2018/10/26),,,
2018-11-02,蘇貴朋、趙賀/河北地下教會神父蘇、趙兩名神父分別在10月13、24日被官方帶走，要求學習「宗教條例」進行思想轉化，加入中國大陸天主教愛國會。另傳河北進行非法宗教活動取締行動，已有10多個地下教會地點遭關閉，強迫教友服從愛國教會。,基督教,3,天亞社(2018/11/2),,,
2018-11-04,河南地下教會河南省上蔡縣黨店鎮幹部以拆除違章建築建築為名，強拆格大張村天主堂的十字架和鐘樓。河南南陽市則以傳銷罪名對基督徒進行抓捕審判，已有2名基督徒被以傳銷罪的名義抓捕。,基督教,3,美國之音(2018/11/4),,,
2018-11-22,盧丹華/浙江麗水教區地下教會神父盧神父2017年12月29日疑因在青田天主堂舉行彌撒被認定為非法，遭官方帶走拘留，因胞弟病重，盧於11月22日獲釋。,基督教,3,天亞社(2018/11/30),,,
2018-11-23,邵祝敏/浙江溫州地下教會主教、9日邵被樂清市宗教局人員帶走，稱10至15天後會釋放。外界猜測與邵4日參加林錫黎主教墓前舉行追思彌撒有關，該場活動聚集逾500人，遭當局關切，或與中央宗教巡視組到溫州有關。拘留14天後，邵於11月23日獲釋。,基督教,3,香港01、天亞社(2018/11/14、30),,,
2018-12-09,四川成都秋雨聖約教會9日起四川成都秋雨聖約教會信徒陸續遭警方帶走，要求簽署不再聚會的保證書才獲釋放，另有18人被刑事拘留、3人行政拘留。24日該教會房產被社區佔用成辦公場所。,基督教,3,香港01(2018/12/25),,,
2018-12-10,更敦嘉措、曲格嘉措/西藏民眾國際人權日前夕，四川阿壩縣2名16歲藏人更敦嘉措、曲格嘉措高喊「西藏自由」等口號後自焚身亡。,藏传佛教,3,BBC中文網(2018/12/25),,,
2018-12-16,廣東廣州榮桂裡教會60餘名當地宗教、教育、員警單位以違反宗教條例為由，對教會進行查封。,基督教,3,南華早報(2018/12/16),,,
2018-12-25,禁止聖誕節河南、河北、湖南、貴州、廣西、安徽等城市在聖誕節前發布禁令，要求嚴格管控各類聖誕節物品、宣傳活動。安徽泗縣有小學校長發表「聖誕節是中國人的恥辱」演講。,基督教,3,自由亞洲電臺(2018/12/14),,,
2018-12-27,李常興/法輪功信徒2017年4月19日李常興因宣傳、印製大量法輪功宣傳品遭廣州市公安逮捕。2018年9月6日李被控利用邪教組織破壞法律實施罪，遭判處4年有期徒刑。,法轮功,3,中國反邪教微博(2018/12/27),,,
2018-12-29,雲南大理白族自治州巍山彝族回族自治縣清真寺29日雲南官方以清真寺屬違章建築、信徒從事非法宗教活動為由，對大理白族自治州巍山彝族回族自治縣，回輝登、三家村、馬米廠等地的3間清真寺強行封鎖並準備拆除，派出100多名特警、武警到場取締。,伊斯兰教,3,自由時報(2018/1/1),,,
2019-01-06,伊斯蘭教1月5日中共與8個伊斯蘭教協會代表會面，通過伊斯蘭教中國化的5年計畫，將引導伊斯蘭教與社會主義相容。中國伊斯蘭協會會長楊發明稱，未來伊協將採取一系列措施，例如開設課程，提供關於社會主義核心價值觀、法律和傳統的培訓。外媒則指中方已禁止開辦宗教學校、阿拉伯語課程，小孩也不准參加穆斯林活動。,伊斯兰教,3,香港01、美聯社(2019/1/6),,,
2019-01-07,天主教河南洛寧「三自愛國教會」被中共中央宗教督查巡視組、當地統戰部官員以國家政策為由，勒令刪除寫在牆上的「十誡」中的第一誡「除了耶和華，不可有別的神」字樣，使「十誡」變「九誡」，並稱係習近平反對，警告信徒配合政策。,基督教,3,寒冬(2019/1/7),,,
2019-01-09,西藏拉薩市公職人員、藏族學生藏人揭露中共當局下令禁止拉薩市公職人員參加宗教佛事活動，違者將嚴懲，除限制行動自由並將剝奪其終生福利。另西藏山南澤當鎮教育當局則嚴禁學生寒假期間參加任何宗教活動。,藏传佛教,3,西藏之聲(2019/1/9),,,
2019-01-10,河北、海南等地阿拉伯宗教環球時報英文版稱，中共官方正在河北、海南展開「反泛阿拉伯化」運動，嚴密審查當地公共場所的阿拉伯文標語，包括餐廳菜單、宣傳廣告等，是否含有宗教成分。,伊斯兰教,3,自由亞洲電臺(2019/1/10),,,
2019-01-30,靳祿崗/河南天主教南陽地教區主教靳氏早在2010年已被教廷承認為該教區的正權主教，但屬於地下教會，不被中共官方承認；1月30日舉行就職典禮，中共官方僅承認靳祿崗為陸愛國教會助理主教職務。,天主教,3,自由亞洲電臺(2019/1/30),,,
2019-02-02,佛道教河北省石家莊平山縣一座高達57.9公尺的摩崖石刻立式滴水觀音像，被當地政府以整治佛道商業化、生態環境保護之名，於2月2日炸毀。,佛教,3,寒冬(2019/3/6),,,
2019-02-20,河南新鄉原陽縣家庭教會李軍才牧師及3名同仁因抵抗當局強拆十字架，2月20日被地方公安以「涉嫌妨害公務罪」刑事拘留。,基督教,3,CHINA AID(2019/3/11),,,
2019-03-20,北京守望教會、廣東家庭教會廣州市民族宗教事務局3月20日印發「廣州市群眾舉報非法宗教活動獎勵辦法」，鼓勵民眾舉報非法宗教活動線索，並提供最高1萬元人民幣獎勵，有意壓縮家庭教會活動空間。北京守望教會3月23日被當地宗教局、公安局取締，以未經登記擅自以社會組織名義開展活動為由，帶走信徒盤查，並收繳「非法」物品。,基督教,3,CHINA AID(2019/3/25、26),,,
2019-04-04,陝西天主教鳳翔教區千陽教堂陝西千陽縣唯一天主教教堂4月4日被拆除，官方未說明拆除理由，但該教會2000名信徒皆未轉向加入天主教愛國會。,天主教,3,天亞社中文網(2019/4/4),,,
2019-04-08,全能神教會湖北武漢中級人民法院裁定，全能神教會汪氏等10人利用邪教組織破壞法律，維持原判有期徒刑1年6個月至2年6個月；另有浙江、福建全能神教會信徒指控，被逮捕後被要求長時間站立、審訊，不准睡覺造成精神崩潰，並以「利用邪教組織破壞法律實施罪」判刑入獄。,基督教,3,寒冬(2019/4/8),,,
2019-04-09,宗教信仰中共推動文明城市、文明村評選（獎金超過100萬人民幣），將基督教會、佛道廟宇列為社會負面指標，激化對立，迫使民間「自願」拆廟；另傳學生家長被要求簽字承諾，不讓孩子信仰任何宗教，參加宗教活動，遠離宗教場所。,宗教信仰,3,寒冬(2019/4/9、30),,,
2019-04-11,甘肅省臨夏市折橋尕莊清真寺當地政府以「模仿沙國的建築風格」為由拆除清真寺，並禁止居民轉貼拆除影片或圖片，有民眾因上傳相關影片被警方拘留。另有外媒比對衛星照片指出，新疆至少有兩座歷史超過500年的清真寺(艾提卡爾清真寺、加滿清真寺)在2018年遭中共大規模破壞。,伊斯兰教,3,德國之聲、Bellingcat(2019/4/12),,,
2019-04-14,崔泰、章建林、張廣軍/河北宣化教區地下教會神職人員3月28、29日宣化教區崔泰助理主教和副主教章建林神父被當地宗教局人員強行帶走，其家人則被統戰部、國保、公安人員約談；4月14日該教區張廣軍神父再遭便衣人員開車押走。,天主教,3,天亞社中文網(2019/4/16),,,
2019-04-17,江蘇省高郵市土地公廟當地政府以清理違規濫建，推進移風易俗整治，在26天拆毀全市5911座土地廟。,道教,3,自由時報(2019/4/17),,,
2019-04-19,江西新余市家庭教會江西省新余市2018年以來，已有超過350處基督教場所遭到政治力迫害，使用強拆、威脅、欺騙等手段迫使宗教場所退出。,基督教,3,寒冬(2019/4/19),,,
2019-04-20,內蒙古呼和浩特市玉泉區桃花鄉郭家營村教堂內蒙古政府推動「守法規強教風，喜迎70年大慶」整風整治活動，4月20日派出數百名員警、工作人員驅趕信徒教堂，包圍教堂進行拆除。,基督教,3,CHINA AID(2019/4/22),,,
2019-04-21,湖北、山東、河南等地教堂4 月21日復活節前，湖北武漢新洲區陽邏天主堂祈禱所、山東臨沂河東鄭旺鎮大官莊青草地教會、河南安陽教區衛輝教堂的十字架陸續遭拆除。,天主教,3,CHINA AID(2019/5/1),,,
2019-04-25,藏傳佛教當地政府以社會、生活保障要求僧人加強法律和國家意識，將愛國、守法作為戒規戒律的前提，並與十四世達賴喇嘛集團劃清界線。,藏传佛教,3,香港01(2019/4/25),,,
2019-05-02,江西省教堂江西省5月1日實施「江西省宗教事務條例」，各地方政府通知地下教會團體將清拆教堂。江西省統戰部副部長曹國慶要求加大整治教會力道，確保剩下的十字架永遠消失。,基督教,3,寒冬(2019/5/2),,,
2019-05-15,北京市教會北京當局近期對刑滿獲釋的基督教系「全能神教會」女信徒採取24小時監視。另北京市宗教部門針對家庭教會進行清查。,基督教,3,自由時報、天亞社(2019/5/4、15),,,
2019-05-29,河北、福建天主教教區河北省宗教部門5月7日拆除天主教邯鄲教區劉莊教堂的十字架，蘇里、南門里等教堂貼出「未成年人禁止入內，共產黨員不得信教」的告示。福建省福州教區和西北陝西省鳳翔教區則被當地政府強迫加入愛國會。,基督教,3,天亞社(2019/5/8、29),,,
2019-05-30,山東省教堂、廟宇中共國務院國家宗教事務局督察組5月進駐山東臨沂等地，要求拆除全境教堂十字架，指明18歲以下禁止進入教堂，禁止教會舉辦任何形式的培訓活動，清除教堂裡跟基督教有關的標誌等。山東省統戰部要求地方政府對所有基督教聚會地點、佛教念佛堂進行全面「摸底」、造冊。「山東第一觀音」聖泉觀音則被整容成孔子像，底座蓮花被打掉，左手的玉淨瓶改成竹簡，雕像顏色由白色換成古銅色。,宗教信仰,3,自由時報、自由亞洲電臺(2019/5/3、30),,,
2019-05-30,河南省教堂、廟宇河南省鄭州市5月初以「非法宗教場所、消防不合格」等理由，4天內突擊強拆4座寺廟。另要求三自教堂負責人將教堂無償捐給政府，否則強行拆除。河南省鶴壁市無線電管理局則舉辦「基督教對中華民族安全的巨大危害性」專題黨課，要求正確認識基督教，防止意識形態偏差。,宗教信仰,3,寒冬、天亞社、自由時報(2019/5/2、9、30),,,
2019-08-23,西藏举办「活佛转世管理培训班」,藏传佛教,4,风传媒 https://web.archive.org/web/20190829053753/https://www.storm.mg/article/1642830?fbclid=IwAR3c1EypWjGSkk--X-uyrUE-KopaYGPTCOWdNI1r0sP8yyEG8n_2rAcn5UQ,,,
2019-05-31,目前唯一公开承认身份的新疆集中营教师萨依拉古丽5月在哈萨克阿拉木图接受香港《苹果》访问，指证当局以「教中文」为名将她带进集中营，把她囚禁数月，逼她教授中共的政治洗脑课。,伊斯兰教,4,https://web.archive.org/web/20191231102716/https://tw.appledaily.com/new/realtime/20190910/1630771/?utm_campaign=twad_social_appledaily.tw&utm_medium=social&utm_source=facebook&utm_content=link_post&fbclid=IwAR0UVQjuroa2r024CybTQGJn2m4RQLJE9yiJ9m2x4H4DbTHsWIBonA5jEtI,,,
2019-11-16,纽约时报曝光一份关于中国新疆“职业技能教育培训中心”文件，文件显示“培训中心”实行严格管理制度、进行普通话教学，要求工作人员进行信息保密。,伊斯兰教,5,https://www.nytimes.com/zh/2019/11/16/world/asia/xinjiang-documents-chinese.html?_ga=2.25833716.833568453.1577322068-1764947171.1577322068,,,
2019-11-29,成都秋雨圣约教会覃德富涉嫌约20000本教会书籍的“非法经营罪”案被判处有期徒刑四年。,基督教,3,https://web.archive.org/web/20191230033543/https://www.rfa.org/mandarin/Xinwen/2-11292019102122.html,,,
2019-05-24,由學校統戰部牽頭，去年年底下發的某校《宗教工作部門、工作隊伍責任清單》，從高校課堂教學、教材、圖書、師生論文、論壇、宣傳工作，甚至手機、網絡、餐廳、住宿、教室選用等全方位排查、監控涉宗教事項。,宗教信仰,3,https://zh.bitterwinter.org/university-adopts-comprehensive-anti-religion-plan/,,,
2019-12-03,有报导指，近期当局对非官方出版或者境外出版的宗教书籍加强管制。民众一旦购买有可能被秋后算账。,基督教,2,https://www.rfa.org/mandarin/yataibaodao/shehui/gf1-12032019082843.html,,,
2019-12-30,成都市中級人民法院今日就四川成都地下教會「秋雨聖約教會」案宣判，指王怡干犯煽動顛覆國家政權罪、非法經營罪等數罪，判處有期徒刑九年，剝奪政治權利三年，並處沒收個人財產人民幣五萬元。,基督教,4,https://udn.com/news/story/7332/4257574,,,
2019-12-25,中国全面禁止基督徒举办圣诞聚会,基督教,4,https://www.rfa.org/mandarin/yataibaodao/shehui/ql2-12242019063411.html,,,
2019-12-15,在伊斯蘭教中國化運動中，各地清真寺、回民街的伊斯蘭建築不斷遭強拆，穆斯林信仰標誌全遭清除。北京市密雲區有一條著名的清真街——南更大街的回民街牌樓、11月20日，吉林省吉林市船營區當地政府拆毀北清真寺的兩座邦克樓被拆毀。,伊斯兰教,3,https://zh.bitterwinter.org/islamic-structures-demolished-symbols-removed-from-shops/,,,北京拆著名清真街建築　吉林千家商鋪「杜瓦」消失
2019-04-30,中共再次以抵制「宗教滲透」為由打擊開封猶太社群。會堂舊址遭整管控更嚴,宗教信仰,5,https://zh.bitterwinter.org/kaifeng-jewish-community-suffers-new-suppression/,,,抵制境外滲透再打擊開封猶太社群
