date,name,group,impact,description,caption,image,title
2019-09-13,China exempts various agricultural products from additional tariffs,China,5,,,,
2019-11-26,US releases new regulatory guidelines for its telecom networks  procedure to protect telecom networks from national security threats,US,5,,,,
2019-09-11,China unveils tariff exemption list for US imports,China,5,,,,
2019-09-20,"US releases new tariff exemption lists, which exempt over 400 Chinese goods from tariffs",US,5,,,,
2019-09-19,US-China mid-level trade talks in Washington,Both,5,,,,
2019-10-11,"US announces “Phase 1” deal, delays tariff increase for Chinese goods",US,5,,,,
2019-10-18,US tariff exclusion process for US$300 billion of Chinese imports,US,5,,,,
2019-11-01,"US, China negotiators talk over phone, agree on trade points “in principle”",Both,5,,,,
2019-11-01,"China wins WTO case, able to sanction US$3.6 billion worth US imports",China,5,,,,
2019-12-13,China releases second set of US products to be excluded from additional tariffs,China,5,,,,
2019-12-13,"US, China agree to ‘phase one deal’ just before next tariff hike",Both,5,,,,
2019-09-05,China and US agree to 13th round of trade talks,Both,4,,,,
2019-09-01,Tariffs come in force as scheduled,Both,5,,,,
2020-01-11,The Canadian Department of Justice says the allegations against Huawei executive Meng Wanzhou would be a crime in Canada and she should be extradited to the United States on fraud charges.,Industry,4,https://globalnews.ca/news/6397198/meng-wanzhou-crime-canada/,,,Meng Wanzhou
2020-01-13,US officially drops China’s currency manipulator label,US,4,https://home.treasury.gov/news/press-releases/sm873,,,US officially drops China’s currency manipulator label
2020-01-15,"US and China finally signed the long-awaited phase one trade deal at the White House, easing 18-month trade tensions between the world’s two biggest economies.",Both,5,https://ustr.gov/sites/default/files/files/agreements/phase%20one%20agreement/Economic_And_Trade_Agreement_Between_The_United_States_And_China_Text.pdf,,,"US, China sign phase one trade deal"
2020-02-12,白宫官员称 它有华为通过后门访问世界各地手机通信网络的证据 ，但美国没有公开证据，只是表示已与英国和德国共享了情报。美国国家安全顾问 Robert O'Brien 称，我们有证据华为有能力秘密访问其在全世界销售和维护的系统中的敏感和个人信息。这一情报被归类为高度机密，直到去年才开始与盟友分享。美国官员称，他们早在 2009 年华为的 4G 设备中就观察到了其后门访问。但美国官员拒绝说华为是否使用了 ...[全文](https://www.solidot.org/story?sid=63501),US,4,https://www.solidot.org/story?sid=63501,,https://i.imgur.com/ltv4eoO.jpg,美国称它有华为设备有后门的证据
2020-02-07,美国司法部长 William Barr 表示 ，美国及其盟友应考虑采取非同寻常的手段，获得芬兰诺基亚和瑞典爱立信的“控制性股权”，以对抗华为在 5G 技术领域的主导地位。Barr 在一个会议上 表示 ，有人提议“通过让美国与诺基亚和/或爱立信结盟”，应对相关担忧。这凸显出美国采取措施对抗华为的意愿有多么强烈。Barr 称，结盟的达成可能“以美国取得控制性股权的方式实现，要么是直接购买，要么通过美国 ...[全文](https://www.solidot.org/story?sid=63452),Industry,3,https://www.solidot.org/story?sid=63452,,https://i.imgur.com/h5jQluw.jpg,美国司法部长建议投资诺基亚爱立信对抗华为
